id	text	label	dimension
S05_E06_415	the cowboy hat was itchy.	 complain	intent
S06_E07_324	oh, sorry i'm a little late. where do you want me?	 apologise	intent
S05_E10_221	at least give them anti-fatigue mats.	 advise	intent
S04_E16_62	it's a lot of pressure.	 complain	intent
S05_E14_7	for giving me my first chance	 thank	intent
S05_E08_151	kyle sawyer, generosity manager.	 introduce	intent
S06_E02_151	exhausting.	 complain	intent
S05_E14_220	has she been acting weird?	 care	intent
S05_E20_442	hey, sandra.	 greet	intent
S06_E07_206	i'm sorry.	 apologise	intent
S06_E01_237	oh, sorry.	 apologise	intent
S06_E10_240	some fun socks!	 introduce	intent
S05_E18_508	mateo, set up the obstacle course.	 arrange	intent
S04_E11_206	damn it. i have to make up for lost time.	 complain	intent
S05_E16_254	we should warm up by combining body heat.	 advise	intent
S04_E02_402	now i'm gonna pass the mic around	 inform	intent
S04_E10_225	i'm not gonna let you treat a baby this way.	 prevent	intent
S05_E02_372	oh, jerry, no one's gonna notice if you're not there.	 taunt	intent
S05_E19_547	this guy's driving away all my business, and you know how?	 criticize	intent
S04_E13_290	this card has a frog and a bear kissing each other.	 introduce	intent
S05_E02_40	amy, my baby's future is on the line.	 ask for help	intent
S05_E11_516	back to work!	 arrange	intent
S04_E03_232	you are a loud-mouthed, domineering, crazy little--	 taunt	intent
S06_E09_570	dina, go get that letter.	 arrange	intent
S06_E03_328	you know, it was actually really cute.	 praise	intent
S06_E06_220	but i really appreciate all of your support.	 thank	intent
S06_E08_39	is she still with brian? did something happen?	 care	intent
S06_E02_108	hey, hey, matt- oh, wow!	 greet	intent
S05_E07_488	i am not doing a latin accent to sell some queso.	 joke	intent
S06_E08_575	but, uh, hey, at least you're getting yourself back out there	 comfort	intent
S05_E20_226	oh, yes, she's marvelous.	 praise	intent
S05_E07_81	hey, you busy?	 ask for help	intent
S05_E09_144	we need to get junk in those trunks!	 arrange	intent
S06_E04_14	they love money, and they don't care if we die.	 complain	intent
S06_E05_509	you're just as bad as glenn.	 criticize	intent
S04_E07_93	this is a stupid initiative anyway.	 complain	intent
S04_E16_351	calm down, glenn. calm down.	 comfort	intent
S06_E09_250	no, that's my nephew. he's my lock screen.	 introduce	intent
S05_E07_22	maya!	 greet	intent
S05_E21_348	need some glasses for your ears now too, old man?	 taunt	intent
S05_E11_413	i mean, amy and dina run the frickin' store.	 complain	intent
S06_E08_598	seriously, garrett, this is gonna be awesome.	 praise	intent
S06_E01_341	i mean, i should probably get back to my office	 leave	intent
S04_E01_368	kelly! you're in charge.	 arrange	intent
S05_E06_116	oh, you've given this foot chopper a lot of thought.	 taunt	intent
S05_E12_462	oh, come on. damn it.	 complain	intent
S05_E16_227	looks good, man. you're talented.	 praise	intent
S05_E09_15	hey, if any of you curbside folks want to trade places	 inform	intent
S05_E09_518	took some doing, but these are solid.	 introduce	intent
S04_E01_464	we'll be here as long as it takes.	 inform	intent
S06_E02_405	hi amy, thanks for looking out for me all these years.	 thank	intent
S05_E15_313	this is cheyenne, our head of security.	 introduce	intent
S04_E08_498	yeah, but we're not gonna wrap it.	 oppose	intent
S06_E04_490	awesome, yeah.	 praise	intent
S06_E01_461	might i suggest you not look up at the ceiling tonight?	 advise	intent
S06_E01_340	agh! sorry, guys.	 apologise	intent
S04_E01_319	um, noam, don't cry.	 comfort	intent
S04_E17_494	um, uh, i'm sorry.	 apologise	intent
S05_E09_91	hey. nice lab coat.	 praise	intent
S05_E10_449	yeah, it's too bad.	 complain	intent
S05_E16_272	you know, the service around here is spotty.	 complain	intent
S05_E19_348	i know. i figured. thank you.	 thank	intent
S05_E06_203	um, could you excuse me for just a minute?	 leave	intent
S04_E03_186	god, i hate that guy.	 complain	intent
S04_E14_137	hey guys, you won't be hearing from me for the next five hours	 inform	intent
S05_E07_26	ha. yeah, it was.	 agree	intent
S04_E10_351	harrison, stop burping into the intercom.	 prevent	intent
S05_E19_46	anyway, how's it going? have you raised the wage yet?	 care	intent
S04_E01_198	oh. that's cool.	 praise	intent
S06_E02_38	so sandra, you're cleaning carts.	 arrange	intent
S05_E11_464	guys, she is not listening to us.	 criticize	intent
S05_E18_260	hey, justine	 greet	intent
S05_E17_378	why i've been able to earn my employees' respect.	 flaunt	intent
S06_E02_333	i just wanted to say how very proud i, glenn, am of you.	 praise	intent
S04_E16_510	i think i might be going crazy.	 complain	intent
S05_E18_503	while poor, little rosie sits at home with an old schoolmarm.	 taunt	intent
S05_E10_65	what's up with the tree?	 care	intent
S05_E19_460	we were all really out of line.	 apologise	intent
S05_E08_315	okay, sir, i'm sorry.	 apologise	intent
S04_E03_98	wow. that's a good run.	 praise	intent
S04_E09_528	glenn, thank you.	 thank	intent
S06_E08_499	you did hit mateo for being undocumented.	 criticize	intent
S05_E15_255	but no, i don't like criminals, okay?	 oppose	intent
S05_E13_99	look, this is the most expensive merch in the store.	 introduce	intent
S04_E01_87	thanks for checking in, though!	 thank	intent
S04_E07_427	you're fired.	 inform	intent
S06_E03_139	right, but we could just buy more walkies.	 advise	intent
S05_E16_51	i got the super sharer badge.	 flaunt	intent
S04_E14_544	yup, don't worry about me.	 comfort	intent
S05_E09_325	hi.	 greet	intent
S05_E09_63	pretty soon, people are gonna have to pee in bottles.	 complain	intent
S04_E12_61	oh, now you just look like a sad clown.	 joke	intent
S05_E14_229	okay, the seating cards are placed.	 arrange	intent
S05_E19_210	i'll just have carol work with me for today.	 arrange	intent
S04_E12_289	but did any of you listen to me?	 complain	intent
S05_E07_332	fine, okay.	 agree	intent
S05_E16_501	jonah was the ringleader.	 criticize	intent
S05_E11_250	oh, oh, glenn, glenn, glenn!	 greet	intent
S06_E09_527	havarti, great cheese on a sandwich	 introduce	intent
S05_E07_265	oh, it'll be fine.	 comfort	intent
S05_E18_314	it's really cute.	 praise	intent
S05_E17_505	it was cheyenne. she took the care packages.	 introduce	intent
S05_E06_14	aww, man, then i won't get to hear jonah lecture us	 taunt	intent
S06_E03_33	we need someone to replace me as floor supervisor.	 inform	intent
S04_E04_101	you're like one of those monks in tibet.	 joke	intent
S06_E05_177	okay, guys, so this list is to come up with issues that are affecting black customers and employees.	 inform	intent
S05_E11_495	but first, can you sneak me a burger?	 ask for help	intent
S06_E10_242	thanks so much.	 thank	intent
S05_E06_134	i mean, you help, obviously, and i so appreciate it	 thank	intent
S04_E16_453	yeah, amy was just the one sitting watching us in the dark without our consent.	 criticize	intent
S06_E01_366	anti-looting procedures.	 introduce	intent
S05_E09_556	oh, nice, jer!	 praise	intent
S05_E15_558	zephra just sent a mass email saying that cloud 9 employees now get 50% off	 inform	intent
S06_E06_213	we all wish we could just rip that pain out of your body	 comfort	intent
S05_E07_566	that this company was extorting these people	 complain	intent
S05_E08_60	attention, cloud 9 shoppers	 inform	intent
S05_E09_580	well, you're lucky. you pull it off.	 praise	intent
S04_E17_294	fantastic. life of the party.	 praise	intent
S04_E07_96	i do not like small talk, and i hate smiling all day like an idiot.	 complain	intent
S04_E11_191	relax, i'm not going to pressure you.	 comfort	intent
S05_E20_547	yeah, okay, real quick. i don't want you to panic	 comfort	intent
S04_E04_307	you are a real hero, you know that?	 praise	intent
S05_E15_343	sorry, you just said that. sorry, thank you.	 apologise	intent
S06_E07_561	i'm so sorry.	 apologise	intent
S05_E20_427	yes, same. me too.	 agree	intent
S05_E07_326	uh, excuse me. attention, everybody.	 inform	intent
S05_E07_246	jonah, get my back.	 ask for help	intent
S04_E01_227	oh, yeah, we do. we all hate you.	 criticize	intent
S05_E12_384	oh, wow, okay. nice to meet you.	 greet	intent
S05_E12_297	what?  no, i meant, like, for the rest of, like, however long this is.	 oppose	intent
S06_E03_542	oh, you don't need to count these.	 prevent	intent
S05_E17_172	all right. thank you.	 thank	intent
S05_E18_226	i'm trying to get a tribute band, and i need your opinion.	 ask for help	intent
S05_E10_160	okay, i'm gonna go check on that.	 leave	intent
S05_E07_592	no, no. you're obviously a great manager.	 praise	intent
S06_E07_486	what am i gonna tell my parents?	 complain	intent
S06_E09_16	cheyenne will be handing out new protective equipment.	 inform	intent
S05_E16_321	oh, this is genius.	 praise	intent
S05_E08_305	that's great, thank you.	 thank	intent
S04_E05_206	you are really cooking up something good.	 praise	intent
S05_E11_249	liar.	 criticize	intent
S05_E17_187	don't you dream about someday having what jerry and i have?	 flaunt	intent
S04_E16_331	the, uh, easter decorations all look really great.	 praise	intent
S05_E09_362	yep, i'm just having eric install some shelves.	 arrange	intent
S05_E12_336	she's hard-working and dedicated and, um, uh, very- very serious about security.	 praise	intent
S06_E10_110	you fart face!	 criticize	intent
S05_E07_483	grab a pair of gloves and head over.	 arrange	intent
S05_E09_474	why don't you put on the headset	 advise	intent
S05_E19_458	hey, carol.	 greet	intent
S05_E15_300	what's going on?	 care	intent
S05_E11_279	oh, hey, guys.	 greet	intent
S05_E12_449	let me try this, all right?	 ask for help	intent
S06_E06_422	oh, i'm sorry.	 apologise	intent
S05_E17_446	glenn, don't worry about it.	 comfort	intent
S05_E20_130	oh, no. it's not a game--	 oppose	intent
S05_E14_106	oh! he's great! yeah, he's so nice.	 praise	intent
S06_E07_581	carol, that is so savage.	 criticize	intent
S05_E11_178	good job on the display.	 praise	intent
S05_E17_202	thank you. that's very nice of you.	 thank	intent
S06_E10_3	you're gonna be deposed by carol's lawyer today.	 inform	intent
S05_E07_196	i'm emphasizing  regularly-scheduled	 inform	intent
S05_E09_297	maybe you could help jerry set this up	 advise	intent
S04_E12_401	that sounds like a real bad idea.	 complain	intent
S05_E09_248	dina, some of these orders are insane.	 complain	intent
S05_E15_119	thank you.	 thank	intent
S05_E16_242	i didn't know people took their breaks out here.	 complain	intent
S04_E03_181	oh, don't make this about sexism.	 prevent	intent
S04_E08_165	thank you.	 thank	intent
S05_E02_145	it's not on the list!	 oppose	intent
S05_E07_256	it's not even your fault.	 comfort	intent
S05_E12_199	hi, sandra?	 greet	intent
S05_E13_396	hey, randy.	 greet	intent
S05_E13_481	no--i mean, yes, but not for the reasons you think.	 oppose	intent
S06_E04_434	your manager is listening.	 inform	intent
S05_E14_156	get me a drink!	 ask for help	intent
S04_E17_159	we're gonna take a break and clear the floor	 inform	intent
S05_E15_527	i'm picking you up at 5:00 a.m. tomorrow	 inform	intent
S05_E16_244	oh, i would do anything for some crack right now.	 complain	intent
S06_E04_251	attention cloud 9 employees, this is your manager.	 inform	intent
S05_E16_446	something crazy is happening.	 inform	intent
S04_E13_222	marcus's tattoo. it's way harder than i thought.	 complain	intent
S05_E08_282	thank you for your donation.	 thank	intent
S05_E21_93	cheyenne, you're young and hot.	 praise	intent
S04_E12_104	i don't know why you guys lock up the razor blades.	 complain	intent
S04_E02_117	i hate the--the stupid games and the--the dumb decorations	 complain	intent
S05_E08_341	can i have my gift card, please?	 ask for help	intent
S06_E10_176	uh, no, glenn would never do anything like.	 oppose	intent
S06_E04_1	okay, glenn texted that he's  rubbing a little latte	 inform	intent
S04_E12_168	let's just help ourselves to whatever we need:	 inform	intent
S05_E17_386	how's the interview going?	 care	intent
S05_E07_442	okay, i can't do this anymore.	 complain	intent
S05_E06_101	no, no, no, no, no, no, no! whoa!	 prevent	intent
S05_E13_117	he's eugene! he's the best!	 praise	intent
S05_E17_414	okay, don't be mad	 comfort	intent
S05_E02_21	the old lady who spits at her on the bus?	 joke	intent
S05_E07_200	laptops are for customers.	 inform	intent
S05_E18_106	i just meant he looked like a really good dad.	 praise	intent
S05_E13_319	oh, please. sandra, take it down.	 arrange	intent
S05_E14_427	all right, i'll be back in a few.	 leave	intent
S04_E04_129	man, cheyenne really stepped it up.	 praise	intent
S04_E09_16	i'm sorry, are you okay?	 care	intent
S04_E14_77	it's really nice.	 praise	intent
S04_E01_344	attention, employees- make your way to the break room	 inform	intent
S05_E10_278	okay, i can see that. sorry to waste your time.	 apologise	intent
S05_E07_322	okay, back to work.	 arrange	intent
S04_E06_219	i'll, uh, just get out of here	 leave	intent
S04_E13_33	cute teddy bears are 15% off.	 inform	intent
S05_E21_268	so, tony, sandra is from hawaii.	 introduce	intent
S05_E10_175	cheyenne, let's go.	 leave	intent
S05_E17_210	hey, folks.	 greet	intent
S05_E15_297	i'm feeling a lot of mental distress.	 complain	intent
S04_E01_29	thanks for the company.	 thank	intent
S05_E19_235	i just needed some help with, uh, paperwork, you know	 ask for help	intent
S05_E15_146	please have a seat.	 arrange	intent
S05_E16_334	i really think you're blowing this out of proportion.	 criticize	intent
S05_E11_491	but making men feel better is not my job!	 complain	intent
S05_E13_103	and he's floor supervisor now	 introduce	intent
S04_E01_90	okay. so, sara, i need you to keep cycling out the bins.	 arrange	intent
S04_E14_299	i hate them!	 complain	intent
S05_E07_105	thanks, i like 'em too.	 thank	intent
S05_E15_73	i need you to act casual.	 arrange	intent
S05_E09_398	'cause i'd like to apologize and offer you all	 apologise	intent
S05_E21_273	hey, sorry to interrupt your surprise adoption.	 apologise	intent
S06_E05_422	oh, hey, guys. sorry.	 apologise	intent
S05_E17_263	i'm not dumb!	 oppose	intent
S05_E11_338	yes! thank you so much.	 thank	intent
S05_E08_182	i shouldn't have to leave because you're a bad manager.	 taunt	intent
S04_E12_187	i can make it spin forever.	 flaunt	intent
S04_E14_484	glenn, you're not going to go to prison, okay?	 comfort	intent
S05_E02_217	you're showing your age a little.	 taunt	intent
S04_E01_42	or you guys can just use your phones for all that stuff.	 inform	intent
S05_E18_321	just--come on, jonah. please do the voice.	 ask for help	intent
S05_E16_251	i'm also having a bad time.	 complain	intent
S05_E06_281	are you crying blood?	 care	intent
S05_E18_283	a little st. patrick's day humor there for you.	 joke	intent
S04_E11_194	well, i'd like to think i've matured over the years.	 flaunt	intent
S05_E19_275	i haven't worked in three months. my alimony is late. my ex-wife's lawyers are getting very threatening.	 complain	intent
S05_E11_490	and i'm sorry about that	 apologise	intent
S05_E09_46	collect everything on that order	 arrange	intent
S04_E16_568	that's how filipinos celebrate easter.	 introduce	intent
S04_E17_194	so stop staring at her.	 prevent	intent
S06_E07_442	i have wood floors. it gets dusty.	 inform	intent
S06_E08_61	okay, i'm gonna go. bye, tony.	 leave	intent
S05_E07_61	okay, well, maya can't fire you	 comfort	intent
S05_E21_217	or we could tape a fifth of fireball	 advise	intent
S05_E15_120	probably gonna have to take that plant outside for sun	 advise	intent
S05_E12_131	it's kind of shaped like a triangle.	 introduce	intent
S06_E02_134	please stop. this is hurting me.	 prevent	intent
S05_E10_169	but then people just keep asking me about it, which is making me worry about it, and...	 complain	intent
S05_E14_176	my job is keeping the bride safe.	 inform	intent
S05_E18_545	you could mix grapefruit with espresso.	 advise	intent
S06_E04_443	thank you, marcus.	 thank	intent
S04_E03_56	this is the most boring secret i've ever had to live with.	 complain	intent
S04_E13_299	what do i do?	 ask for help	intent
S05_E17_497	you haul us down here just to give us a bunch of junk?	 criticize	intent
S05_E09_135	i gotta go.	 leave	intent
S05_E09_258	no, you're gonna stand outside	 arrange	intent
S04_E04_51	i thought you were a dirty pile of laundry.	 taunt	intent
S04_E06_385	i find her extremely annoying	 complain	intent
S05_E20_503	well, i am really proud of you.	 praise	intent
S06_E03_212	okay, listen. ultimately, it is your call	 inform	intent
S04_E04_484	thanks. i like yours, too.	 thank	intent
S05_E13_7	we are switching over electronics from supercloud to the new zephra products.	 inform	intent
S05_E17_356	'scuse me. 'scuse me. hi. jonah.	 greet	intent
S06_E09_429	but really you were only using me to get to bo!	 criticize	intent
S06_E04_423	sandra, what is going on in there?	 care	intent
S05_E19_176	how's your first day going, girl?	 care	intent
S05_E09_90	um, oh, uh, mateo, this is my brother eric.	 introduce	intent
S04_E02_251	that sounds wonderful.	 praise	intent
S04_E02_343	thank you so much for including me.	 thank	intent
S04_E06_509	i just want to apologize.	 apologise	intent
S05_E21_2	carol's doing pretty well.	 praise	intent
S05_E20_544	oh, amy, there you are.	 greet	intent
S05_E15_114	right? yeah.	 agree	intent
S06_E05_568	you seemed pretty beefed.	 care	intent
S05_E19_435	look, we don't need an h.r. rep hanging around here auditing us	 inform	intent
S05_E17_447	i'll go figure out how to not send them away empty-handed.	 leave	intent
S05_E14_379	okay, i'm sorry. i just--i panicked.	 apologise	intent
S05_E09_379	well, i guess i'll go get my pumpkin spice salsa by myself, like it's 1950.	 complain	intent
S05_E16_176	heads up, spill in produce	 inform	intent
S06_E02_458	aww, that's pretty. thank you.	 thank	intent
S05_E09_470	oh, what do you see now?	 care	intent
S06_E05_173	how about some new options in our vending machines?	 care	intent
S05_E15_337	it's--it's kira moon, zephra's ceo.	 introduce	intent
S05_E20_416	hey.	 greet	intent
S05_E17_264	i'm one of the smartest people in the store.	 flaunt	intent
S06_E03_247	so be a gentleman. go with the lights out.	 advise	intent
S04_E11_42	oh, she probably thinks she's so great	 taunt	intent
S04_E17_444	it's now time for the father-daughter dance.	 inform	intent
S05_E15_538	man, i'm tired.	 complain	intent
S06_E07_184	it's gonna be okay, jonah.	 comfort	intent
S04_E13_480	i can't live with that kind of guilt.	 complain	intent
S05_E15_124	this is already too much work.	 complain	intent
S05_E19_502	can you get me a salami sandwich?	 ask for help	intent
S04_E03_354	now, kelly, i want you to tell jonah what you're feeling.	 arrange	intent
S04_E08_205	you don't know how to wrap a gift.	 criticize	intent
S05_E15_182	yeah.	 agree	intent
S06_E01_426	yes, i'm so sorry.	 apologise	intent
S04_E03_63	but i'm more perceptive than most.	 flaunt	intent
S05_E14_179	no, no, no, no, no.	 prevent	intent
S05_E11_144	what if we gave them all computers, you know?	 advise	intent
S05_E13_74	this is so unfair.	 complain	intent
S06_E03_308	thank you, marcus.	 thank	intent
S06_E08_506	did i miss a meeting? sorry.	 apologise	intent
S05_E11_550	i feel like we really moved the needle today, guys.	 praise	intent
S06_E06_415	it really is gorgeous.	 praise	intent
S05_E20_106	nice to meet you.	 leave	intent
S05_E07_72	you are a great manager	 praise	intent
S05_E19_123	celine dion tickets go on sale today.	 inform	intent
S05_E19_278	i'm gonna stop you right there.	 prevent	intent
S05_E10_10	maybe you should just leave without her.	 advise	intent
S05_E11_468	hey, guys, i'm pretty sure there are some sections	 inform	intent
S05_E17_207	he's her brother.	 introduce	intent
S05_E19_354	hey, amy, uh, janet is gonna say that we invaded her privacy.	 inform	intent
S05_E16_355	you made your point.	 inform	intent
S06_E02_290	um, i'm gonna- i gotta get back to work.	 leave	intent
S04_E04_55	yeah, my hair is silkier, my skin's glowing	 flaunt	intent
S06_E10_280	oh, no, i hate to hear that.	 complain	intent
S05_E17_241	yeah, and thank you	 thank	intent
S05_E16_368	sorry.	 apologise	intent
S05_E13_383	a chunk of my hair fell out, and i will not be bald for my wedding!	 complain	intent
S06_E09_568	jonah, thank you for believing in me.	 thank	intent
S05_E09_538	this is her fault.	 criticize	intent
S05_E07_138	excuse me just one second.	 leave	intent
S04_E03_317	oh, wow, jonah had a little comment, shocking.	 inform	intent
S06_E07_195	wow, that makes so much sense.	 praise	intent
S05_E15_85	oh, sure, no problem.	 agree	intent
S06_E05_385	it's your boy, kenan bravo.	 introduce	intent
S05_E16_455	man, why'd you do that stupid google search?!	 criticize	intent
S05_E07_361	i'm so sorry you have to witness this, maya.	 apologise	intent
S05_E08_146	they do great work. i'm a fan, really.	 praise	intent
S05_E12_509	do what i did.	 arrange	intent
S06_E03_455	he's been yelling at people all day like he runs the store.	 criticize	intent
S06_E01_468	but they have me on these calls all day every day!	 complain	intent
S05_E19_225	sandra, don't touch it.	 prevent	intent
S05_E21_90	just ask your friends to chip in	 advise	intent
S06_E01_88	you are essential, and the true heroes	 praise	intent
S05_E20_445	so nice to meet you. i've heard so much about you.	 greet	intent
S04_E13_111	that i'm the best in the class.	 flaunt	intent
S05_E09_272	no! stop whining!	 prevent	intent
S04_E02_400	that was just beautiful, jerusha.	 praise	intent
S05_E13_397	randy, what are you doing here?	 care	intent
S05_E20_475	and kelci dumped you because you're a jackass.	 criticize	intent
S05_E12_197	what the hell can you do?	 criticize	intent
S04_E01_511	i mean, it's got over 50 programmable greetings, plus you can change the background.	 introduce	intent
S05_E08_371	wow, thank you so much.	 thank	intent
S05_E15_299	well, i'm so sorry.	 apologise	intent
S06_E03_502	and every zone captain should have a walkie-talkie.	 advise	intent
S04_E17_325	poor garrett, pining after a woman	 taunt	intent
S04_E14_423	uh, total, i'd say you're looking at $18,000 for repairs.	 inform	intent
S06_E09_509	all the times that you hurt my feelings.	 criticize	intent
S04_E07_256	no, i am mad. you're an idiot.	 taunt	intent
S06_E03_501	we should have go-back carts for each department.	 advise	intent
S06_E06_473	dang, they take this crap way serious.	 complain	intent
S05_E14_310	sorry, sorry, i-i'm just going to--	 apologise	intent
S05_E15_318	it'll be easier on yourself if you confess.	 advise	intent
S06_E02_434	shh, guys, best part!	 praise	intent
S05_E20_424	i didn't mean to upset you or kelci	 apologise	intent
S05_E15_291	oh, no. come on, this is nothing.	 comfort	intent
S06_E01_163	they sent over a very detailed, step-by-step--	 inform	intent
S06_E07_503	i'm sorry, kelly. i--	 apologise	intent
S06_E05_128	and i wish there was something i could do to make it up to the black employees.	 inform	intent
S05_E08_157	huh, right, yeah.	 agree	intent
S05_E14_70	oh, hey, glenn.	 greet	intent
S05_E13_231	look, i'm not saying it like it's a bad thing.	 oppose	intent
S05_E12_330	oh, dad, this is my boss, amy. show her your belt buckle.	 introduce	intent
S05_E09_431	maybe you should give them some space.	 advise	intent
S05_E13_87	okay, i'm gonna pee and come back.	 leave	intent
S06_E08_136	oh, absolutely.	 agree	intent
S05_E20_470	not your fault, son.	 comfort	intent
S05_E20_110	okay, dina, relax. it's just a surprise date.	 comfort	intent
S04_E16_48	easter is upon us.	 inform	intent
S04_E11_14	you have to keep them on 24/7, they are not waterproof	 inform	intent
S05_E19_160	what's going on? is everything okay?	 care	intent
S04_E05_197	oh, boy. mr. hilarious at work.	 joke	intent
S04_E03_201	you are the most petty, jealous, and bitter person	 criticize	intent
S05_E12_441	i am really proud of the woman you've become.	 praise	intent
S04_E04_247	thank you.	 thank	intent
S04_E17_408	no, no, you can't tell my parents.	 prevent	intent
S05_E12_221	it's sandra kaluiokalani.	 introduce	intent
S05_E07_461	yeah.	 agree	intent
S05_E08_312	this guy does not support our troops!	 criticize	intent
S04_E12_51	i asked you for candy cane.	 criticize	intent
S05_E09_246	jonah, your last order took 33 minutes.	 criticize	intent
S06_E01_20	the whole job is being a liaison to cloud 9	 inform	intent
S04_E04_336	ugh, it's so good.	 praise	intent
S04_E08_392	we get all this free stuff	 flaunt	intent
S06_E09_579	i-i saw that memo, too. good job, glenn.	 praise	intent
S05_E21_10	i have my ways.	 flaunt	intent
S04_E08_125	mateo, go take over for sayid.	 arrange	intent
S04_E05_198	what are you writing?	 care	intent
S05_E08_226	i just want you to know that if you donate inside, you get a $5 gift card instead of nothing.	 inform	intent
S05_E17_52	garrett, you're only giving packages to people with wristbands.	 arrange	intent
S05_E19_529	and again, carol, i am so sorry	 apologise	intent
S05_E07_167	oh, i thought i saw a manatee on the side of the road.	 joke	intent
S04_E08_461	to the back. i have work to do.	 leave	intent
S04_E17_271	don't read into the word  yet,  no.	 prevent	intent
S05_E07_336	i like this one	 praise	intent
S05_E11_514	i got tired of all the guff.	 complain	intent
S04_E03_118	well, she's not just anyone. i mean, kelly is wonderful.	 praise	intent
S05_E13_126	the kid's good.	 praise	intent
S06_E07_412	you're gorgeous like a vodka girl.	 joke	intent
S05_E14_404	and now, i'm going to pass it on to the best man, jerry's best friend, garrett.	 introduce	intent
S05_E20_12	thank you for the almost compliment.	 thank	intent
S04_E10_58	i don't understand why they make it so hard to apply for asylum.	 complain	intent
S05_E19_28	you are the one who should apologize.	 criticize	intent
S05_E09_347	we liked his confidence. mm.	 praise	intent
S04_E11_207	stop talking to me!	 leave	intent
S05_E09_52	you'll have 30 minutes to get the order in the car.	 arrange	intent
S05_E15_109	how are things over here?	 care	intent
S04_E06_452	i am so tired!	 complain	intent
S04_E05_106	oh, and honey, watch out for the bird.	 care	intent
S04_E10_383	this is my jurisdiction.	 inform	intent
S06_E01_535	yeah, wow! great, that's great!	 praise	intent
S04_E02_418	this is getting boring, yo. sleep-sleep!	 complain	intent
S04_E14_81	but one day, i got it to do 25.	 flaunt	intent
S04_E05_13	but only call if it is a true emergency like a fire, or a big storm, or a robbery, okay?	 inform	intent
S06_E07_3	but don't be intimidated.	 comfort	intent
S06_E03_4	i'm taking over for amy, and--	 inform	intent
S04_E06_530	thank you, thank you. my parents will be so proud.	 thank	intent
S05_E10_514	you did it.	 praise	intent
S05_E09_213	he has a cutie patootie. we're all good-looking.	 flaunt	intent
S05_E16_484	i can't even remember the last time i had a boyfriend.	 complain	intent
S04_E12_446	yeah, why don't you go stew in softlines?	 advise	intent
S04_E04_374	how you doing?	 care	intent
S04_E01_204	no! it's messed up.	 complain	intent
S05_E17_406	this is a class c felony.	 criticize	intent
S05_E07_192	that's the third time i've fell for this.	 complain	intent
S05_E21_516	mom, stop.	 prevent	intent
S04_E16_541	oh, great.	 praise	intent
S05_E18_251	you are an amazing mom. parker is an awesome kid.	 praise	intent
S05_E16_35	the new policy says that you can have your phones now.	 inform	intent
S05_E09_305	but the morning rush was insane	 complain	intent
S04_E01_181	no. no. no, no, no, i-i did not mean	 oppose	intent
S04_E01_137	what brings you to the store...again?	 care	intent
S05_E17_115	sucked up any change.	 leave	intent
S05_E14_279	oh, shut up, eric.	 prevent	intent
S04_E02_228	that sounds amazing.	 praise	intent
S05_E02_191	give that vino to me-no.	 joke	intent
S04_E06_190	i have a great sense of humor.	 flaunt	intent
S05_E16_247	so, you know, we can just sit back and relax.	 advise	intent
S04_E07_418	look, we just want what's going to make you happy	 comfort	intent
S05_E20_299	i'm mateo, by the way. i'm sure you've heard of me.	 introduce	intent
S05_E20_511	did you just take my photo, you pervert?	 criticize	intent
S05_E13_144	what's--what's going on friday?	 care	intent
S05_E12_222	yeah, sure it is.	 agree	intent
S05_E17_243	just messing with you, spongebob.	 joke	intent
S06_E03_548	i'm sorry.	 apologise	intent
S05_E06_85	oh, my god, they're so cute when they bicker.	 praise	intent
S04_E08_56	just lots and lots of bugs.	 complain	intent
S06_E07_404	i'm not disinfecting everything for my health.	 complain	intent
S05_E09_519	i think i'm gonna head out.	 leave	intent
S05_E19_22	you rubbed your wedding in my face for months. and then you asked me to be your maid of honor. i mean, that was just cruel.	 criticize	intent
S05_E07_400	oh, this news is so great	 praise	intent
S04_E10_266	i just gotta grab a few things.	 leave	intent
S05_E12_360	hey, buddy.	 greet	intent
S06_E06_218	thanks.	 thank	intent
S05_E15_296	things are just really hard right now.	 complain	intent
S05_E14_206	all right, guys, listen up.	 inform	intent
S05_E15_309	you stay right here. i'm gonna be right back.	 leave	intent
S04_E11_461	well, thanks for having my back, dins.	 thank	intent
S05_E10_13	oh, jonah, little negotiating tip--	 advise	intent
S05_E12_476	okay, my bad.	 apologise	intent
S05_E16_26	great debate, guys. it's very useful.	 praise	intent
S06_E07_325	kelly, this is wonderful.	 praise	intent
S04_E01_486	actually, the store closed, like, 15 minutes ago.	 inform	intent
S05_E16_208	yeah, i'm sorry	 apologise	intent
S05_E17_134	hey, hey!	 greet	intent
S05_E07_329	you need to take this seriously.	 advise	intent
S04_E01_416	but you're making it pretty tough.	 criticize	intent
S05_E10_467	i blew it, didn't i?	 complain	intent
S06_E08_14	oh, i'm sorry.	 apologise	intent
S04_E03_180	oh, so anytime a woman tells you what to do, it's shrieking?	 criticize	intent
S04_E14_334	you're the most qualified person here, so...	 praise	intent
S04_E12_363	you look good.	 praise	intent
S05_E15_82	thank you.	 thank	intent
S05_E18_404	i am so sorry, jonah.	 apologise	intent
S04_E01_232	i'm not even allowed to spend more than $12 on lunch	 complain	intent
S04_E03_282	you think you're so great? your boyish good looks aren't gonna age well. you're hitting a wall, pretty boy	 taunt	intent
S05_E11_439	listen up, ladies, father of a daughter talking.	 inform	intent
